epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1790.11,0.70309,0.48747,1.0357,0.54033,0.35006,0.3464,0.16988,2.27735,2.54459,2.45145,0.00136664,0.00136664,0.00136664
184,1799.56,0.67361,0.47939,1.00351,0.53972,0.33701,0.33896,0.15841,2.26755,2.46635,2.45335,0.00136499,0.00136499,0.00136499
185,1808.97,0.68493,0.48647,1.01123,0.52398,0.36694,0.37155,0.18186,2.21292,2.32961,2.35771,0.00136334,0.00136334,0.00136334
186,1819.17,0.6694,0.48856,1.00264,0.50716,0.35484,0.35798,0.17701,2.23619,2.5703,2.40708,0.00136169,0.00136169,0.00136169
187,1828.85,0.67237,0.48142,1.0065,0.47982,0.4041,0.38773,0.20221,2.17425,2.35139,2.34359,0.00136004,0.00136004,0.00136004
188,1838.25,0.6305,0.45449,0.99447,0.47033,0.35458,0.32833,0.16093,2.26546,2.72249,2.53163,0.00135839,0.00135839,0.00135839
189,1848.8,0.63476,0.46641,0.99954,0.50901,0.35375,0.35079,0.18181,2.18508,2.5308,2.45829,0.00135674,0.00135674,0.00135674
190,1859.02,0.6505,0.48058,1.01282,0.46193,0.39007,0.34918,0.17436,2.24215,2.53938,2.48331,0.00135509,0.00135509,0.00135509
191,1867.62,0.67002,0.49539,1.00682,0.47995,0.38606,0.37212,0.18839,2.21051,2.39063,2.43261,0.00135344,0.00135344,0.00135344
192,1877.86,0.64353,0.46674,1.00979,0.46701,0.3932,0.35608,0.18101,2.21921,2.40554,2.47354,0.00135179,0.00135179,0.00135179
193,1887.92,0.67466,0.49579,1.02337,0.48514,0.35127,0.32631,0.16589,2.21985,2.41844,2.41438,0.00135014,0.00135014,0.00135014
194,1896.59,0.64624,0.47562,0.99896,0.47452,0.36669,0.33623,0.16429,2.19109,2.44978,2.40317,0.00134849,0.00134849,0.00134849
195,1906.82,0.65861,0.4696,1.0039,0.48578,0.38017,0.35384,0.18478,2.17581,2.44815,2.39637,0.00134684,0.00134684,0.00134684
196,1916.94,0.63127,0.46586,0.99684,0.48582,0.33234,0.32207,0.16655,2.22981,2.53719,2.46789,0.00134519,0.00134519,0.00134519
197,1926.18,0.65033,0.4634,1.01151,0.5068,0.36303,0.35287,0.1742,2.26419,2.40223,2.46737,0.00134354,0.00134354,0.00134354
198,1936.01,0.64125,0.46922,0.9962,0.48697,0.39612,0.36385,0.18557,2.1937,2.41307,2.36426,0.00134188,0.00134188,0.00134188
199,1946.18,0.66492,0.47754,1.02212,0.53896,0.34817,0.3782,0.18788,2.17049,2.28975,2.30921,0.00134023,0.00134023,0.00134023
200,1955.55,0.63586,0.4506,0.99832,0.46225,0.38649,0.37273,0.18889,2.12768,2.43643,2.28652,0.00133858,0.00133858,0.00133858
201,1965.21,0.66289,0.47877,1.00228,0.50793,0.33966,0.3591,0.17393,2.2417,2.40938,2.41006,0.00133693,0.00133693,0.00133693
202,1975.71,0.65944,0.4875,1.00227,0.49429,0.34814,0.32747,0.15951,2.23753,2.39995,2.40729,0.00133528,0.00133528,0.00133528
203,1985.5,0.68445,0.50151,1.00701,0.49652,0.36677,0.35301,0.16635,2.24359,2.32415,2.47208,0.00133363,0.00133363,0.00133363
204,1996.16,0.60784,0.45877,0.98963,0.46618,0.36503,0.34972,0.18086,2.21737,2.31612,2.43077,0.00133198,0.00133198,0.00133198
205,2006.32,0.68079,0.52215,1.01669,0.46224,0.36421,0.32447,0.15925,2.22917,2.45944,2.47721,0.00133033,0.00133033,0.00133033
206,2016.72,0.6696,0.47738,0.99563,0.42404,0.36179,0.30903,0.15994,2.26432,2.68108,2.57256,0.00132868,0.00132868,0.00132868
207,2025.71,0.6526,0.47812,1.00386,0.4837,0.3716,0.3415,0.17833,2.22904,2.49652,2.49311,0.00132703,0.00132703,0.00132703
208,2035.33,0.64174,0.46931,1.00129,0.41208,0.33908,0.28382,0.13615,2.32148,2.8336,2.61552,0.00132538,0.00132538,0.00132538
209,2045.73,0.64693,0.46898,1.00567,0.50845,0.32355,0.33523,0.15818,2.33216,2.54199,2.58926,0.00132373,0.00132373,0.00132373
210,2055.29,0.64212,0.4605,0.98678,0.49498,0.38848,0.37937,0.18926,2.22283,2.38969,2.46164,0.00132208,0.00132208,0.00132208
211,2064.86,0.65215,0.46288,1.01868,0.55041,0.33376,0.35363,0.17568,2.23267,2.41346,2.46983,0.00132043,0.00132043,0.00132043
212,2075.15,0.60215,0.44447,0.98425,0.534,0.3301,0.35115,0.17711,2.24354,2.365,2.41782,0.00131878,0.00131878,0.00131878
213,2085.4,0.63729,0.45658,0.99252,0.51141,0.36616,0.38299,0.18951,2.21725,2.23138,2.37218,0.00131713,0.00131713,0.00131713
214,2094.13,0.62374,0.45213,0.99583,0.46424,0.39575,0.36703,0.17835,2.20387,2.3317,2.39655,0.00131548,0.00131548,0.00131548
215,2104.42,0.60322,0.4425,0.9867,0.45126,0.42455,0.37965,0.19026,2.21392,2.24781,2.44078,0.00131383,0.00131383,0.00131383
216,2114.89,0.63709,0.45473,0.99782,0.50184,0.33712,0.3547,0.17722,2.18261,2.35935,2.35742,0.00131218,0.00131218,0.00131218
217,2123.57,0.62372,0.46142,0.98055,0.49963,0.38554,0.36635,0.18533,2.20491,2.35387,2.33689,0.00131053,0.00131053,0.00131053
218,2133.85,0.62448,0.4624,0.9936,0.44305,0.41155,0.35236,0.1803,2.21384,2.43581,2.42305,0.00130888,0.00130888,0.00130888
219,2144.23,0.62801,0.46493,1.00042,0.4198,0.36694,0.33484,0.16639,2.26962,2.51146,2.50318,0.00130723,0.00130723,0.00130723
220,2153.05,0.65302,0.47356,0.98279,0.43341,0.34279,0.30641,0.14984,2.30201,2.78856,2.53815,0.00130558,0.00130558,0.00130558
221,2163.09,0.62049,0.46027,0.99333,0.44,0.36083,0.31412,0.153,2.31327,2.78561,2.54914,0.00130393,0.00130393,0.00130393
222,2173.53,0.66036,0.47187,0.98781,0.54141,0.34075,0.33938,0.16972,2.28543,2.48272,2.53266,0.00130228,0.00130228,0.00130228
223,2183.15,0.64801,0.47679,1.00366,0.52017,0.34572,0.3313,0.16358,2.2799,2.51252,2.49286,0.00130063,0.00130063,0.00130063
224,2192.56,0.6296,0.4494,0.99364,0.49555,0.35158,0.34608,0.16959,2.30145,2.61395,2.57331,0.00129898,0.00129898,0.00129898
225,2202.61,0.64671,0.44812,0.99999,0.50508,0.33916,0.34014,0.16559,2.34231,2.636,2.61912,0.00129733,0.00129733,0.00129733
226,2212.02,0.64257,0.45565,0.99187,0.49611,0.37828,0.36139,0.16821,2.30092,2.33574,2.52385,0.00129568,0.00129568,0.00129568
227,2221.52,0.6121,0.44214,0.97685,0.44822,0.38568,0.35364,0.16902,2.29087,2.32005,2.4686,0.00129403,0.00129403,0.00129403
228,2231.86,0.61668,0.42785,0.9906,0.49624,0.3568,0.3544,0.17914,2.22723,2.44873,2.37966,0.00129238,0.00129238,0.00129238
229,2241.73,0.59726,0.42116,0.97906,0.49876,0.37959,0.37373,0.18321,2.18674,2.48017,2.38476,0.00129072,0.00129072,0.00129072
230,2250.68,0.62602,0.44381,0.99748,0.4656,0.38312,0.33953,0.16859,2.23692,2.70008,2.46587,0.00128907,0.00128907,0.00128907
231,2261.2,0.61799,0.45937,0.99638,0.46997,0.33196,0.31514,0.15813,2.262,2.70659,2.5227,0.00128742,0.00128742,0.00128742
232,2271.52,0.61979,0.4423,0.98479,0.5075,0.3637,0.34837,0.16699,2.29941,2.54279,2.48497,0.00128577,0.00128577,0.00128577
233,2280.32,0.60565,0.4493,0.96691,0.47897,0.34066,0.32601,0.17116,2.29805,2.58051,2.54939,0.00128412,0.00128412,0.00128412
234,2292.15,0.59219,0.43536,0.97766,0.46021,0.36592,0.32447,0.16711,2.27539,2.50334,2.51446,0.00128247,0.00128247,0.00128247
235,2302.47,0.60874,0.43574,0.98866,0.45027,0.3816,0.34163,0.17258,2.21465,2.51986,2.41632,0.00128082,0.00128082,0.00128082
236,2311.8,0.6078,0.43721,0.98083,0.45163,0.39032,0.35779,0.18141,2.22215,2.22322,2.39289,0.00127917,0.00127917,0.00127917
237,2321.67,0.60878,0.44441,0.98805,0.54345,0.36686,0.36915,0.18947,2.18298,2.34469,2.39589,0.00127752,0.00127752,0.00127752
238,2331.89,0.60985,0.43098,0.9713,0.49971,0.36713,0.35898,0.17238,2.2614,2.61909,2.51167,0.00127587,0.00127587,0.00127587
239,2341.83,0.60495,0.4371,0.97328,0.49561,0.34081,0.35337,0.16043,2.29333,2.43873,2.50025,0.00127422,0.00127422,0.00127422
240,2351.16,0.58964,0.42702,0.97325,0.4295,0.38335,0.35814,0.17722,2.25013,2.33649,2.43909,0.00127257,0.00127257,0.00127257
241,2361.41,0.61439,0.41854,0.96751,0.52278,0.3405,0.36458,0.1816,2.2112,2.36195,2.39613,0.00127092,0.00127092,0.00127092
242,2371.9,0.63239,0.43987,1.00476,0.37857,0.37503,0.30856,0.15089,2.25142,2.75569,2.429,0.00126927,0.00126927,0.00126927
243,2380.59,0.6179,0.46349,0.99123,0.46675,0.35615,0.31505,0.14952,2.30044,2.63598,2.53387,0.00126762,0.00126762,0.00126762
244,2390.54,0.59507,0.42657,0.97646,0.43568,0.34292,0.30932,0.1433,2.33548,2.76665,2.64997,0.00126597,0.00126597,0.00126597
245,2400.95,0.61115,0.44019,0.98737,0.48629,0.37427,0.3444,0.15849,2.32053,2.58818,2.58885,0.00126432,0.00126432,0.00126432
246,2409.92,0.62798,0.45972,0.99904,0.50746,0.35139,0.34759,0.16587,2.30266,2.56435,2.5692,0.00126267,0.00126267,0.00126267
247,2420.35,0.60209,0.43824,0.98107,0.42238,0.38166,0.33807,0.17039,2.25475,2.60204,2.49122,0.00126102,0.00126102,0.00126102
248,2430.59,0.57804,0.41916,0.98001,0.47724,0.36344,0.36442,0.18086,2.24675,2.54782,2.52372,0.00125937,0.00125937,0.00125937
249,2440.08,0.60943,0.42401,0.97613,0.49316,0.31539,0.32308,0.16234,2.28072,2.73553,2.59659,0.00125772,0.00125772,0.00125772
250,2449.8,0.60873,0.42704,0.98762,0.50208,0.35394,0.35405,0.17116,2.28423,2.56663,2.51543,0.00125607,0.00125607,0.00125607
251,2460.35,0.59127,0.41811,0.96657,0.52359,0.36127,0.37047,0.18162,2.29319,2.34341,2.48146,0.00125442,0.00125442,0.00125442
252,2470.27,0.60932,0.41901,0.98142,0.48902,0.35572,0.36292,0.17034,2.26476,2.34136,2.43404,0.00125277,0.00125277,0.00125277
253,2479.69,0.5851,0.40909,0.96273,0.45224,0.36223,0.345,0.16506,2.28739,2.59141,2.5135,0.00125112,0.00125112,0.00125112
254,2489.97,0.58288,0.40552,0.96819,0.42705,0.37147,0.3354,0.16031,2.33497,2.58582,2.54874,0.00124947,0.00124947,0.00124947
255,2500.34,0.59393,0.43025,0.97528,0.48053,0.35751,0.3476,0.17183,2.29077,2.54682,2.55302,0.00124782,0.00124782,0.00124782
256,2509.09,0.55302,0.39469,0.96295,0.48958,0.36943,0.35982,0.17308,2.23244,2.47462,2.4761,0.00124617,0.00124617,0.00124617
257,2519.44,0.56075,0.40576,0.97727,0.44445,0.35859,0.32571,0.15294,2.30872,2.69885,2.55945,0.00124452,0.00124452,0.00124452
258,2530.02,0.60534,0.43233,0.9787,0.50135,0.34081,0.34007,0.16408,2.31321,2.80004,2.55077,0.00124287,0.00124287,0.00124287
259,2538.8,0.59774,0.42476,0.98001,0.46532,0.32125,0.31383,0.1477,2.31438,2.9068,2.55275,0.00124121,0.00124121,0.00124121
260,2548.74,0.59627,0.44063,0.97851,0.48812,0.33979,0.32168,0.15663,2.31635,2.72291,2.60749,0.00123956,0.00123956,0.00123956
261,2559.18,0.6039,0.43234,0.97924,0.46151,0.36641,0.32464,0.16177,2.30585,2.56429,2.59013,0.00123791,0.00123791,0.00123791
262,2568.53,0.57085,0.41038,0.95701,0.48905,0.3468,0.34208,0.16832,2.25537,2.48725,2.51708,0.00123626,0.00123626,0.00123626
263,2578.13,0.59212,0.41181,0.97323,0.44218,0.33087,0.29974,0.14888,2.26714,2.87238,2.55285,0.00123461,0.00123461,0.00123461
264,2589.83,0.58011,0.40777,0.9699,0.50316,0.32374,0.31723,0.164,2.26469,2.78793,2.58938,0.00123296,0.00123296,0.00123296
265,2599.01,0.60545,0.41603,0.99096,0.46909,0.35388,0.33806,0.17151,2.25464,2.46344,2.54788,0.00123131,0.00123131,0.00123131
266,2608.62,0.56147,0.41348,0.95416,0.45022,0.3859,0.35205,0.17487,2.26333,2.37001,2.48322,0.00122966,0.00122966,0.00122966
267,2618.8,0.56522,0.3916,0.96566,0.48351,0.3749,0.34556,0.17499,2.27845,2.57778,2.54509,0.00122801,0.00122801,0.00122801
268,2628.25,0.59055,0.42439,0.96624,0.45862,0.3569,0.32098,0.1594,2.26938,2.70197,2.53081,0.00122636,0.00122636,0.00122636
269,2637.97,0.59552,0.43734,0.98604,0.49815,0.33202,0.34245,0.16711,2.26879,2.48041,2.48106,0.00122471,0.00122471,0.00122471
270,2648.31,0.57618,0.4192,0.96302,0.43704,0.37178,0.33979,0.16787,2.26624,2.37579,2.51657,0.00122306,0.00122306,0.00122306
271,2658.83,0.57969,0.42714,0.97519,0.48251,0.3512,0.33543,0.16308,2.26365,2.48744,2.54685,0.00122141,0.00122141,0.00122141
272,2667.84,0.56569,0.41524,0.9707,0.46839,0.36944,0.36503,0.17784,2.22402,2.48031,2.47177,0.00121976,0.00121976,0.00121976
273,2677.96,0.58214,0.42201,0.95668,0.46724,0.35949,0.34549,0.16706,2.26886,2.47191,2.52306,0.00121811,0.00121811,0.00121811
274,2688.25,0.56369,0.41352,0.96336,0.41668,0.40422,0.33464,0.16566,2.26422,2.49381,2.59447,0.00121646,0.00121646,0.00121646
275,2697.01,0.58063,0.40741,0.95268,0.42443,0.35617,0.2971,0.14539,2.29885,2.73397,2.60276,0.00121481,0.00121481,0.00121481
276,2707.27,0.59612,0.42266,0.97459,0.48556,0.33808,0.31831,0.16026,2.24118,2.8126,2.51508,0.00121316,0.00121316,0.00121316
277,2717.51,0.57493,0.41557,0.97637,0.4395,0.3801,0.35255,0.17484,2.17448,2.68192,2.38778,0.00121151,0.00121151,0.00121151
278,2726.21,0.54312,0.4003,0.9616,0.49397,0.36306,0.363,0.18513,2.2137,2.46658,2.43026,0.00120986,0.00120986,0.00120986
279,2736.68,0.55983,0.4092,0.96595,0.48218,0.37773,0.37048,0.1842,2.21678,2.47939,2.45329,0.00120821,0.00120821,0.00120821
280,2747.31,0.55349,0.40456,0.96653,0.50314,0.3874,0.35988,0.1776,2.21863,2.4991,2.4463,0.00120656,0.00120656,0.00120656
281,2756.69,0.55355,0.40439,0.95759,0.42577,0.40174,0.35638,0.1801,2.22814,2.5914,2.5149,0.00120491,0.00120491,0.00120491
282,2766.65,0.5595,0.40872,0.96777,0.47986,0.4127,0.38727,0.19654,2.20882,2.47469,2.47708,0.00120326,0.00120326,0.00120326
283,2777.04,0.55659,0.39559,0.96645,0.48334,0.34546,0.34214,0.17866,2.27994,2.5773,2.62157,0.00120161,0.00120161,0.00120161
284,2786.72,0.55215,0.39491,0.96887,0.42752,0.35509,0.31594,0.15426,2.32189,2.76849,2.62565,0.00119996,0.00119996,0.00119996
285,2796.21,0.57777,0.41226,0.96792,0.47142,0.3946,0.33712,0.16458,2.25592,2.5942,2.48991,0.00119831,0.00119831,0.00119831
286,2806.39,0.58412,0.41005,0.97213,0.51086,0.39982,0.36427,0.18822,2.2294,2.5156,2.43369,0.00119666,0.00119666,0.00119666
287,2816.77,0.54774,0.3962,0.97507,0.4533,0.39472,0.34337,0.17099,2.20257,2.54484,2.46463,0.00119501,0.00119501,0.00119501
