epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1787.1,0.5689,0.40654,0.97482,0.48169,0.36938,0.36813,0.18567,2.18012,2.52443,2.3263,0.000478762,0.000478762,0.000478762
182,1796.6,0.55878,0.41843,0.96317,0.55392,0.35394,0.37781,0.19359,2.17017,2.49344,2.36326,0.000472161,0.000472161,0.000472161
183,1806.99,0.58074,0.40953,0.97876,0.56133,0.35465,0.37353,0.19218,2.16651,2.51219,2.43816,0.00046556,0.00046556,0.00046556
184,1818.11,0.56654,0.4055,0.96537,0.46522,0.39721,0.34967,0.18003,2.17591,2.52624,2.45814,0.000458958,0.000458958,0.000458958
185,1827.83,0.57283,0.40038,0.96841,0.51572,0.36922,0.36003,0.18641,2.18999,2.50579,2.47184,0.000452357,0.000452357,0.000452357
186,1838.17,0.55682,0.39887,0.96093,0.52642,0.36477,0.35944,0.18705,2.1717,2.52085,2.4587,0.000445756,0.000445756,0.000445756
187,1848.36,0.56352,0.40194,0.96753,0.5058,0.35911,0.34862,0.18026,2.19793,2.58701,2.49544,0.000439154,0.000439154,0.000439154
188,1857.06,0.54056,0.37602,0.95162,0.50733,0.36114,0.35171,0.17726,2.18373,2.58123,2.44413,0.000432553,0.000432553,0.000432553
189,1867.43,0.54689,0.38738,0.9618,0.56284,0.35982,0.37521,0.18993,2.15257,2.47656,2.37555,0.000425952,0.000425952,0.000425952
190,1877.82,0.57122,0.41141,0.97851,0.54488,0.37427,0.37705,0.19323,2.14519,2.43978,2.36305,0.000419351,0.000419351,0.000419351
191,1886.98,0.55262,0.39676,0.96009,0.52622,0.36701,0.37241,0.19308,2.17228,2.44686,2.39962,0.000412749,0.000412749,0.000412749
192,1897.04,0.52415,0.38272,0.95654,0.53694,0.3501,0.3724,0.18998,2.16884,2.53415,2.41474,0.000406148,0.000406148,0.000406148
193,1907.12,0.55682,0.38791,0.971,0.53435,0.35701,0.36821,0.18822,2.1542,2.51604,2.41278,0.000399547,0.000399547,0.000399547
194,1916.92,0.53632,0.38002,0.95396,0.50463,0.36805,0.36369,0.18435,2.1839,2.43745,2.45518,0.000392945,0.000392945,0.000392945
