epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,1598.68,0.61373,0.44609,1.01088,0.47747,0.36884,0.35157,0.17856,2.17942,2.52009,2.40134,0.000604187,0.000604187,0.000604187
163,1609.08,0.59536,0.43182,0.97887,0.52518,0.33047,0.34383,0.17637,2.15248,2.55604,2.40024,0.000597586,0.000597586,0.000597586
164,1618.11,0.60416,0.4249,0.9963,0.50924,0.36592,0.36686,0.19131,2.12528,2.43599,2.32129,0.000590985,0.000590985,0.000590985
165,1628.12,0.59596,0.42418,0.9877,0.45871,0.38753,0.34176,0.17009,2.15367,2.50224,2.33356,0.000584384,0.000584384,0.000584384
166,1638.62,0.6054,0.42606,0.9833,0.44613,0.37918,0.32843,0.1627,2.18983,2.50307,2.37513,0.000577782,0.000577782,0.000577782
167,1648.68,0.59809,0.42309,0.98014,0.47519,0.35509,0.34105,0.16742,2.17833,2.46047,2.3967,0.000571181,0.000571181,0.000571181
168,1657.99,0.59453,0.41677,0.95387,0.50218,0.3526,0.35626,0.18451,2.16711,2.56276,2.37772,0.00056458,0.00056458,0.00056458
169,1668.14,0.59788,0.41678,0.98344,0.53595,0.36235,0.36414,0.18742,2.16414,2.45233,2.40216,0.000557978,0.000557978,0.000557978
170,1678.63,0.59561,0.41987,0.97202,0.50635,0.36018,0.36339,0.18446,2.21566,2.53698,2.48538,0.000551377,0.000551377,0.000551377
171,1687.72,0.56663,0.4242,0.96502,0.54882,0.34565,0.366,0.18422,2.19606,2.52626,2.46605,0.000544776,0.000544776,0.000544776
172,1697.94,0.59831,0.42829,0.97836,0.54042,0.36344,0.36678,0.18162,2.17721,2.52109,2.41653,0.000538174,0.000538174,0.000538174
173,1708.24,0.59621,0.426,0.97543,0.51246,0.38007,0.37421,0.19036,2.13555,2.49229,2.37564,0.000531573,0.000531573,0.000531573
174,1718,0.55124,0.40149,0.95862,0.52335,0.35841,0.37843,0.18923,2.14833,2.51263,2.36142,0.000524972,0.000524972,0.000524972
175,1727.53,0.58482,0.4109,0.97384,0.54809,0.35267,0.38298,0.19,2.16471,2.49941,2.358,0.00051837,0.00051837,0.00051837
176,1737.84,0.56653,0.41421,0.96999,0.5901,0.33221,0.36772,0.18177,2.19141,2.48412,2.417,0.000511769,0.000511769,0.000511769
177,1748.33,0.57573,0.41089,0.96625,0.49838,0.38644,0.37187,0.19045,2.19243,2.45561,2.43993,0.000505168,0.000505168,0.000505168
178,1757.09,0.57149,0.40781,0.97405,0.52628,0.35086,0.36372,0.18587,2.19124,2.52461,2.4343,0.000498566,0.000498566,0.000498566
179,1767.36,0.57907,0.41858,0.96363,0.53541,0.35853,0.37656,0.19101,2.15094,2.44212,2.3438,0.000491965,0.000491965,0.000491965
180,1777.89,0.57416,0.4075,0.96655,0.53294,0.35127,0.36333,0.18156,2.17801,2.4639,2.37086,0.000485364,0.000485364,0.000485364
